id:long,start-node:long,end-node:long,length:double,maximum-speed:int,lanes:int,road-type:string,name:string,surface:string,lit:string
1066,25715145,279893372,50.12775484834018,50,1,primary,Kattenturmer Heerstraße,,
1067,25715145,2549238221,74.36313187417734,50,3,primary,Kattenturmer Heerstraße,,
1068,25715149,12085967184,482.6996379667997,50,2,primary,Kattenturmer Heerstraße,,
1069,25715149,937892626,107.24134667908226,50,1,primary,Kattenturmer Heerstraße,,
1070,25715211,25715212,9.095477467737053,41,1,unclassified,,,
1071,25715211,25715108,370.8291524792362,50,1,unclassified,Otto-Lilienthal-Straße,,
1072,25715211,25715115,51.09145520730296,50,2,unclassified,Hanna-Kunath-Straße,,
1073,25715212,25715211,9.095477467737053,41,1,unclassified,,,
1074,25715212,25715090,139.1687029387746,50,1,unclassified,Henrich-Focke-Straße,,
1075,25715212,25715087,122.18056178851894,50,2,unclassified,Hanna-Kunath-Straße,,
1076,25724882,256241732,14.021430048770194,30,1,unclassified,Kulenkampffallee,,
1077,25724882,2165273489,9.240448922696858,30,1,unclassified,Kulenkampffallee,,
1078,25724884,242160949,35.16884509865653,30,1,residential,Kulenkampffallee,,
1079,25724884,25724885,126.11903574422283,30,1,unclassified,Kulenkampffallee,,
1080,25724884,242160968,127.87779936245835,30,1,unclassified,Kulenkampffallee,,
1081,25724885,242160944,36.52430193586551,30,1,residential,Kulenkampffallee,,
1082,25724885,26220520,452.690945956047,30,1,unclassified,Kulenkampffallee,,
1083,25724885,25724884,126.11903574422283,30,1,unclassified,Kulenkampffallee,,
1084,25728415,2191734870,105.13002425034728,50,2,tertiary,Hochschulring,,
1085,25728417,294623897,7.836442369134977,30,1,unclassified,Oken,,
1086,25728417,26572612,162.98062523717954,50,2,tertiary,Hochschulring,,
1087,25728420,1419459360,491.48974440611966,50,2,tertiary,Hochschulring,,
1088,25728420,26234221,144.37996890074646,50,1,tertiary,Hochschulring,,
1089,25733750,248578406,260.046481755072,69,2,motorway_link,,,
1090,25733750,369947067,569.7293620193338,50,2,motorway,,,
1091,25733764,1182546627,274.1882356488641,80,2,motorway,,,
1092,25733764,276153397,303.8605101580033,40,2,motorway_link,,,
1093,25733767,25733750,1074.1333618348358,80,2,motorway,,,
1094,25733787,31277169,271.6958621145178,80,1,motorway_link,,,
1095,25733787,25733795,536.7314059513856,80,2,motorway,,,
1096,25733795,25733854,928.7798673272118,80,2,motorway,,,
1097,25733803,307378756,295.2892480778096,80,1,motorway_link,,,
1098,25733803,1778071740,277.05333144776176,80,2,motorway,,,
1099,25733820,158597768,1124.3583075626475,80,2,motorway,,,
1100,25733854,252387659,310.7213175415132,50,2,motorway_link,,,
1101,25733854,13511837193,4138.012459074695,100,2,motorway,,,
1102,25733866,25733803,732.5842140420075,80,2,motorway,,,
1103,25733888,25733866,4287.671024890298,100,2,motorway,,,
1104,25733890,25733888,69.60648830519477,92,2,motorway,,,
1105,25733960,2022022780,286.1735703075269,50,1,unclassified,Flughafendamm,,
1106,25733960,248408024,99.34229211494207,50,2,tertiary,Airbus-Allee,,
1107,25733971,25831567,66.85385777845293,50,2,secondary,Friedrich-Ebert-Straße,,
1108,25733971,25747016,15.032449893902573,50,2,secondary,Neuenlander Straße,,
1109,25733974,25733975,210.90856902461204,50,2,secondary,Friedrich-Ebert-Straße,,
1110,25733974,25826320,56.1133665875353,30,1,residential,Thedinghauser Straße,,
1111,25733975,25832081,6.917570221717032,50,1,tertiary,Friedrich-Ebert-Straße,,
1112,25733975,772448730,56.14494364273104,50,4,tertiary,Gastfeldstraße,,
1113,25733975,25733976,184.84190581948866,50,2,secondary,Friedrich-Ebert-Straße,,
1114,25733976,25733977,143.9693897459532,50,2,secondary,Friedrich-Ebert-Straße,,
1115,25733976,25789824,57.236241331667,30,3,tertiary,Kornstraße,,
1116,25733976,268886214,5.8575044228908455,30,4,tertiary,Kornstraße,,
1117,25733977,30905370,169.20287168863715,50,2,secondary,Friedrich-Ebert-Straße,,
1118,25733977,25803478,56.370190492576626,30,1,residential,Neustadtscontrescarpe,,
1119,25733982,25233463,12.843098692472799,50,2,secondary,Flughafenallee,,
1120,25733982,25233458,130.91249484939294,50,2,unclassified,Fitzmauricestraße,,
1121,25733984,3097622625,103.0668869178661,50,1,secondary_link,Tiefer,,
1122,25733986,3356952772,26.24692975181995,50,1,residential,Hinter der Holzpforte,,
1123,25733986,3097622625,69.34270621406466,50,4,secondary,Tiefer,,
1124,25733986,25747010,39.84268650497062,50,4,secondary,Tiefer,,
1125,25733987,766623374,18.832249240083232,50,2,secondary,Altenwall,,
1126,25733987,26048929,26.86477260488803,50,2,primary,Osterdeich,,
1127,25733996,3380389601,6.599359762373321,50,3,primary,Rembertiring,,
1128,25733999,1028723875,94.93130030979287,50,2,primary,Eduard-Grunow-Straße,,
1129,25733999,25734004,107.38229303774072,50,2,primary_link,Rembertiring,,
1130,25734004,3239108217,68.58414630512428,50,2,primary,Rembertiring,,
1131,25734004,25733996,94.4107289047309,50,2,primary_link,Rembertiring,,
1132,25734014,29224897,1092.613942593875,50,2,primary,Hochstraße Breitenweg,,
1133,25734014,21638649,279.1974410179411,50,2,secondary,Rembertiring,,
1134,25734015,3239108201,87.45766280200596,50,3,primary,Rembertiring,,
1135,25734017,29977216,270.76732931776354,50,2,secondary,Langemarckstraße,,
1136,25734017,21030851,208.71250131732597,50,2,secondary,Langemarckstraße,,
1137,25734017,30120479,68.4817946683159,30,1,residential,Erlenstraße,,
1138,25734017,30210494,58.524442296977966,30,1,residential,Erlenstraße,,
1139,25740330,248498423,393.3078934102131,50,2,unclassified,Annenheider Allee,,
1140,25740330,3250012843,82.72691785295652,50,2,unclassified,Annenheider Allee,,
1141,25740330,248498425,634.994862610186,50,1,unclassified,Sulinger Straße,,
1142,25740954,26605493,196.99548090151387,69,2,motorway_link,,,
1143,25740954,21638974,687.2449708003743,100,2,motorway,,,
1144,25742515,25742529,37.71611832474989,30,1,residential,Vorstraße,,
1145,25742515,26462890,238.4812990703644,30,1,residential,Vorkampsweg,,
1146,25742515,2159547838,107.02671186837334,30,1,residential,Vorstraße,,
1147,25742529,25742515,37.71611832474989,30,1,residential,Vorstraße,,
1148,25742529,25745893,505.7714384870893,30,1,residential,Tietjenstraße,,
1149,25742529,25742531,102.11049931530779,30,1,residential,Vorstraße,,
1150,25742531,25745901,70.80544235817216,30,1,residential,Nößlerstraße,,
1151,25742531,26462946,367.6118712392088,30,1,residential,Heinrich-Gefken-Straße,,
1152,25742531,25742548,165.57076423543253,30,1,residential,Vorstraße,,
1153,25742531,25742529,102.11049931530779,30,1,residential,Vorstraße,,
1154,25742548,26463052,346.44137378396533,30,1,residential,Im Deichkamp,,
1155,25742548,2965358887,136.29313982870397,30,1,residential,Vorstraße,,
1156,25742548,25742531,165.57076423543253,30,1,residential,Vorstraße,,
1157,25743311,25840056,1513.8530871252863,50,2,motorway,,,
1158,25745672,25745675,120.4688929538307,50,1,residential,Weyerbergstraße,,
1159,25745672,25745895,224.99578101305707,50,1,residential,Weyerbergstraße,,
1160,25745672,25745745,83.01616673447475,50,1,residential,Weyerbergstraße,,
1161,25745675,25745672,120.4688929538307,50,1,residential,Weyerbergstraße,,
1162,25745745,25745672,83.01616673447475,50,1,residential,Weyerbergstraße,,
1163,25745893,25745894,114.96501663421988,50,1,residential,Am Herzogenkamp,,
1164,25745893,25742529,505.77143848708937,30,1,residential,Tietjenstraße,,
1165,25745893,21069584,107.26311918990186,50,1,residential,Am Herzogenkamp,,
1166,25745894,25745895,96.9830026160446,50,1,residential,Am Herzogenkamp,,
1167,25745894,25745893,114.96501663421988,50,1,residential,Am Herzogenkamp,,
1168,25745894,1381930222,253.48874868761806,50,1,residential,Auf der Wachsbleiche,,
1169,25745895,25745896,168.04832395584958,50,1,residential,Am Herzogenkamp,,
1170,25745895,25745894,96.9830026160446,50,1,residential,Am Herzogenkamp,,
1171,25745895,25745672,224.99578101305704,50,1,residential,Weyerbergstraße,,
1172,25745896,25745895,168.04832395584958,50,1,residential,Am Herzogenkamp,,
1173,25745896,1374306203,211.05516030139495,33,1,living_street,Döhlendamm,,
1174,25745896,2191734747,69.15937831722029,50,1,residential,Am Herzogenkamp,,
1175,25745901,25742531,70.80544235817214,30,1,residential,Nößlerstraße,,
1176,25745929,21523089,403.1680130468709,33,1,living_street,Millstätter Straße,,
1177,25745929,21069583,52.118274120555704,50,2,tertiary,Achterstraße,,
1178,25745929,20980466,397.3343175639576,50,2,tertiary,Achterstraße,,
1179,25746982,1096820962,10.354414708478947,50,5,primary,Osterdeich,,
1180,25746982,25747004,99.8879241334855,50,1,primary,Hastedter Brückenstraße,,
1181,25746982,262546771,233.94473988106873,50,4,primary,Osterdeich,,
1182,25746987,218805308,73.85543648461046,30,2,tertiary,Sielwall,,
1183,25746987,31075542,211.48136674008168,50,2,primary,Osterdeich,,
1184,25746987,218805296,66.00349545791916,50,2,primary,Osterdeich,,
1185,25746990,25886130,30.662187263011567,50,2,primary,Osterdeich,,
1186,25746990,25885941,151.06784933802916,50,1,residential,Reederstraße,,
1187,25746990,218805296,259.8486002014923,50,2,primary,Osterdeich,,
1188,25746991,25756910,78.36545276935918,50,2,tertiary,Habenhauser Landstraße,,
1189,25746991,293329430,29.592478145257243,50,1,tertiary_link,Habenhauser Brückenstraße,,
1190,25746991,25757138,28.33744541404357,50,2,primary,Habenhauser Brückenstraße,,
1191,25746992,25756906,62.96812339635334,50,1,primary_link,Habenhauser Brückenstraße,,
1192,25746992,25746994,241.46963637013906,50,1,primary,Habenhauser Brückenstraße,,
1193,25746994,25756906,235.9652920779882,50,2,primary,Habenhauser Brückenstraße,,
1194,25746994,25747004,1233.20419014407,50,2,primary,Karl-Carstens-Brücke,,
1195,25747004,1096820962,98.0448890087773,50,3,primary,Hastedter Brückenstraße,,
1196,25747004,25746994,1233.2041901440698,50,2,primary,Hastedter Brückenstraße,,
1197,25747010,25733987,71.26594218969602,50,2,secondary,Tiefer,,
1198,25747010,25733986,39.84268650497062,50,4,secondary,Tiefer,,
1199,25747015,463732326,287.65845125885414,50,2,secondary,Flughafendamm,,
1200,25747015,25600168,14.797208547542418,50,2,secondary,Neuenlander Straße,,
1201,25747016,25747015,12.1063182357793,50,3,secondary,Friedrich-Ebert-Straße,,
1202,25747016,30120498,55.40874481939309,50,2,secondary,Neuenlander Straße,,
1203,25747443,1535257570,123.72652285002282,50,1,residential,Mendestraße,,
1204,25747443,230041453,30.457971255864877,50,1,residential,Fedelhören,,
1205,25747448,230040395,92.11458475612865,50,1,residential,Adlerstraße,,
1206,25747448,3239108217,73.63660842637535,50,1,residential,Fedelhören,,
1207,25747456,26048767,66.33561255990477,50,2,tertiary,Am Dobben,,
1208,25747456,25747457,58.227287413716994,50,2,tertiary,Am Dobben,,
1209,25747457,30264155,26.78996992889907,50,2,tertiary,Am Dobben,,
1210,25747457,298174411,46.563118233560495,50,1,residential,Sonnenstraße,,
1211,25747457,25747456,58.22728741371699,50,2,tertiary,Am Dobben,,
1212,25748411,25748415,64.0933306933002,50,3,residential,Spitzenkiel,,
1213,25748415,21638638,50.14021109289087,50,3,residential,Ansgaritorstraße,,
1214,25748557,25748558,47.29990544718753,30,2,tertiary,Kornstraße,,
1215,25748557,25793971,48.66770654678189,30,2,tertiary,Kornstraße,,
1216,25748558,25748559,48.114365512280045,30,2,tertiary,Kornstraße,,
1217,25748558,25748557,47.29990544718753,30,2,tertiary,Kornstraße,,
1218,25748558,25677833,203.5054682068123,30,1,residential,Roßbachstraße,,
1219,25748558,25790886,146.99937316588495,30,1,residential,Roßbachstraße,,
1220,25748559,25748560,46.97415922101322,30,2,tertiary,Kornstraße,,
1221,25748559,25748558,48.114365512280045,30,2,tertiary,Kornstraße,,
1222,25748560,25748564,45.81968512568224,30,2,tertiary,Kornstraße,,
1223,25748560,25748559,46.97415922101322,30,2,tertiary,Kornstraße,,
1224,25748560,25790722,147.59628150444567,30,1,residential,Gneisenaustraße,,
1225,25748560,2678047965,166.87528920922043,30,1,residential,Gneisenaustraße,,
1226,25748561,25790311,45.94919150663546,30,2,tertiary,Kornstraße,,
1227,25748561,25748562,26.225092549629686,30,2,tertiary,Kornstraße,,
1228,25748561,21030862,203.9517789134353,30,1,residential,Graudenzer Straße,,
1229,25748562,25748561,26.225092549629686,30,2,tertiary,Kornstraße,,
1230,25748562,25748563,46.51292502727718,30,2,tertiary,Kornstraße,,
1231,25748563,25748562,46.51292502727718,30,2,tertiary,Kornstraße,,
1232,25748563,25748564,52.132303329361406,30,2,tertiary,Kornstraße,,
1233,25748564,25748560,45.81968512568224,30,2,tertiary,Kornstraße,,
1234,25748564,25748563,52.132303329361406,30,2,tertiary,Kornstraße,,
1235,25748567,25818676,51.35616149693276,30,1,residential,Hardenbergstraße,,
1236,25748567,2921075571,148.02667488848624,30,2,residential,Kirchweg,,
1237,25748569,21316748,185.40269474708654,30,1,residential,Gellertstraße,,
1238,25748569,25748557,147.57175707406705,30,1,residential,Gellertstraße,,
1239,25748569,25793927,99.09623198192696,30,1,residential,Hardenbergstraße,,
1240,25749214,25749244,389.56324554555414,50,2,primary,Neuenlander Straße,,
1241,25749235,26511618,62.20575733863085,50,2,tertiary,Kornstraße,,
1242,25749235,299678668,235.64557556170885,50,2,tertiary,Kornstraße,,
1243,25749244,914818899,59.55428644170322,50,2,primary,Neuenlander Straße,,
1244,25751735,301662202,150.63813041841567,33,1,living_street,Gartenallee,,
1245,25751735,25751736,45.374510077886235,33,1,living_street,Gartenallee,,
1246,25751735,301662206,82.8823004463843,33,1,living_street,Gartenallee,,
1247,25751736,25751975,180.03801184130342,33,1,living_street,Gartenallee,,
1248,25751736,25751735,45.37451007788624,33,1,living_street,Gartenallee,,
1249,25751736,301662202,184.2210963187816,33,1,living_street,Floraweg,,
1250,25751975,25751736,180.03801184130342,33,1,living_street,Gartenallee,,
1251,25751975,287052862,153.79982139331838,30,1,residential,Achterdiek,,
1252,25751975,259408320,147.12362533666655,30,1,residential,Achterdiek,,
1253,25752922,29829347,60.857298570962115,50,2,secondary,Bürgermeister-Smidt-Straße,,
1254,25752922,633627534,21.27124408002589,50,2,secondary,Am Brill,,
1255,25756847,2326284127,211.7075214813962,50,1,unclassified,Ernst-Buchholz-Straße,,
1256,25756847,25757140,61.73505967500549,50,2,unclassified,Ernst-Buchholz-Straße,,
1257,25756848,21963529,77.86811873117111,50,2,unclassified,Borgwardstraße,,
1258,25756848,25756855,94.57245305552352,50,1,unclassified,Borgwardstraße,,
1259,25756855,25756882,211.23774231023765,50,1,unclassified,Fritz-Thiele-Straße,,
1260,25756855,25756865,344.40972194502507,50,1,unclassified,Borgwardstraße,,
1261,25756855,25756848,94.57245305552351,50,1,unclassified,Borgwardstraße,,
1262,25756864,2695472064,159.44806572918145,50,1,unclassified,Julius-Bamberger-Straße,,
1263,25756864,2695471949,152.7042143232474,50,1,unclassified,Borgwardstraße,,
1264,25756864,25756865,206.88474150597904,50,1,unclassified,Borgwardstraße,,
1265,25756865,25756864,206.88474150597904,50,1,unclassified,Borgwardstraße,,
1266,25756865,25756855,344.409721945025,50,1,unclassified,Borgwardstraße,,
1267,25756865,1751765378,239.71100147446418,50,1,unclassified,Scipiostraße,,
1268,25756882,2521748692,293.91184693039446,50,1,unclassified,Fritz-Thiele-Straße,,
1269,25756882,25756855,211.23774231023765,50,1,unclassified,Fritz-Thiele-Straße,,
1270,25756882,2695471921,110.2579488619502,50,1,unclassified,Bergfeldstraße,,
1271,25756894,25800312,144.25747705403037,50,1,unclassified,Steinsetzerstraße,,
1272,25756894,21963557,263.3631504130445,50,1,unclassified,Steinsetzerstraße,,
1273,25756894,25801607,136.22804122107104,30,1,unclassified,Steinsetzerstraße,,
1274,25756906,25809730,105.55031720927306,50,2,primary,Habenhauser Brückenstraße,,
1275,25756910,25757138,65.38218504069863,50,2,tertiary,Habenhauser Landstraße,,
1276,25756910,25756921,172.93659399235867,30,2,tertiary,Habenhauser Landstraße,,
1277,25756910,25801607,162.54489833992193,30,1,unclassified,Steinsetzerstraße,,
1278,25756918,25756921,45.677141754665485,30,2,tertiary,Habenhauser Landstraße,,
1279,25756918,25802534,164.08139755187293,50,2,tertiary,Friedrich-Engels-Straße,,
1280,25756918,25802734,124.0644335575366,30,1,residential,Habenhauser Landstraße,,
1281,25756921,25756910,172.93659399235867,30,2,tertiary,Habenhauser Landstraße,,
1282,25756921,25756918,45.67714175466549,30,2,tertiary,Habenhauser Landstraße,,
1283,25756921,25926479,95.51923251683343,30,1,residential,Oskar-Drees-Straße,,
1284,25757138,293329430,17.403962881167217,50,2,tertiary,Habenhauser Landstraße,,
1285,25757138,25746992,75.56295142879279,50,2,primary,Habenhauser Brückenstraße,,
1286,25757140,25757141,12.363800856755303,50,1,unclassified,Habenhauser Brückenstraße,,
1287,25757140,21963469,195.91559187204544,50,2,primary,Habenhauser Brückenstraße,,
1288,25757141,21963529,13.720151765925436,50,2,primary,Habenhauser Brückenstraße,,
1289,25757141,25756848,80.32618772074234,50,1,unclassified,Borgwardstraße,,
1290,25757293,25757786,354.58413857783637,40,1,motorway_link,,,
1291,25757319,254084020,273.1091691702834,69,2,motorway_link,,,
1292,25757786,21725048,1144.2642248938055,80,2,trunk,Autobahnzubringer Arsten,,
1293,25757789,25757293,258.52899193787295,69,2,motorway_link,,,
1294,25761835,25761838,281.7508415554928,30,1,residential,Ronzelenstraße,,
1295,25761835,20973864,316.18022428966685,30,1,residential,Ronzelenstraße,,
1296,25761835,1903039745,192.99953286513244,30,1,residential,Ronzelenstraße,,
1297,25761838,25761835,281.7508415554928,30,1,residential,Ronzelenstraße,,
1298,25769711,108196690,230.64127537603238,69,2,motorway_link,,,
1299,25769711,1659078849,835.2050652813925,100,3,motorway,,,
1300,25778831,25904647,111.34531359370311,30,1,unclassified,Korbhauser Weg,,
1301,25778831,25778833,120.26472326095286,30,1,residential,In der Tränke,,
1302,25778833,25779168,71.19603535182624,30,1,residential,Hinter dem Vorwerk,,
1303,25778833,1870206768,139.59771642424005,50,2,tertiary,Arster Landstraße,,
1304,25778833,25778831,120.26472326095286,30,1,residential,In der Tränke,,
1305,25778835,25778836,138.15469469312353,30,1,residential,In der Laake,,
1306,25778835,25779168,27.064232906333828,30,1,residential,Hinter dem Vorwerk,,
1307,25778835,294209737,182.9937245106781,30,1,residential,Hinter dem Vorwerk,,
1308,25778836,25778835,138.15469469312353,30,1,residential,In der Laake,,
1309,25778836,25779168,208.156838185776,30,1,residential,Handwerkstraße,,
1310,25778897,25728415,464.50923627309004,50,1,trunk_link,,,
1311,25778897,1835241491,308.5570908446542,70,2,trunk,,,
1312,25778914,1835241491,396.30417391312216,50,1,motorway_link,,,
1313,25778914,3386889270,110.03122335715813,100,1,trunk_link,,,
1314,25778915,25778914,41.567860993639485,100,2,trunk_link,,,
1315,25778918,2191734877,11.56208097026824,30,1,unclassified,Oken,,
1316,25778918,416473095,145.2066291737004,30,2,unclassified,Oken,,
1317,25778919,294623897,34.580874744090856,50,1,tertiary,Hochschulring,,
1318,25778919,2191734880,47.89956214110524,30,1,tertiary_link,Oken,,
1319,25779034,25779035,68.79425133444732,30,1,residential,Heukämpendamm,,
1320,25779034,2989540577,164.4293159926115,30,1,residential,Heukämpendamm,,
1321,25779035,25779034,68.79425133444732,30,1,residential,Heukämpendamm,,
1322,25779035,25779036,49.781431699069046,30,1,residential,Heukämpendamm,,
1323,25779035,25779170,108.0985697544393,30,1,residential,Josef-Böhm-Straße,,
1324,25779036,25779035,49.781431699069046,30,1,residential,Heukämpendamm,,
1325,25779036,25779037,70.16348611963498,33,1,living_street,Otto-Wels-Straße,,
1326,25779036,25779055,197.03536680762548,30,1,residential,Heukämpendamm,,
1327,25779037,25779036,70.16348611963498,33,1,living_street,Otto-Wels-Straße,,
1328,25779037,25779040,218.44166804285305,33,1,living_street,Otto-Wels-Straße,,
1329,25779037,25779040,191.8861988811886,33,1,living_street,Otto-Wels-Straße,,
1330,25779040,25779037,218.44166804285305,33,1,living_street,Otto-Wels-Straße,,
1331,25779040,25779037,191.8861988811886,33,1,living_street,Otto-Wels-Straße,,
1332,25779055,2830260198,46.848136855389875,30,1,residential,August-Hagedorn-Allee,,
1333,25779055,25779099,36.48398882360313,33,1,living_street,Klara-Jungmittag-Straße,,
1334,25779055,295420816,59.354753384762766,33,1,living_street,Fritz-Erler-Straße,,
1335,25779055,25779036,197.03536680762548,30,1,residential,Heukämpendamm,,
1336,25779059,2821141020,28.772251807447727,30,1,residential,August-Hagedorn-Allee,,
1337,25779059,25779104,42.907093678066985,33,1,living_street,Klara-Jungmittag-Straße,,
1338,25779059,25232828,121.31654296530755,30,1,residential,August-Hagedorn-Allee,,
1339,25779090,25779170,93.9931830689786,30,1,residential,Klawitterstraße,,
1340,25779098,30579025,41.68509493972246,30,1,unclassified,Kuhkampsweg,,
1341,25779098,1688099963,590.3640719128832,30,1,unclassified,Kuhkampsweg,,
1342,25779098,26569445,519.9630464378253,30,1,unclassified,Passauer Straße,,
1343,25779099,25779104,176.5113466357575,33,1,living_street,Klara-Jungmittag-Straße,,
1344,25779099,25779104,125.2909039516371,33,1,living_street,Dickhutweg,,
1345,25779099,25779055,36.48398882360313,33,1,living_street,Klara-Jungmittag-Straße,,
1346,25779104,25779059,42.907093678066985,33,1,living_street,Klara-Jungmittag-Straße,,
1347,25779104,25779099,176.5113466357575,33,1,living_street,Klara-Jungmittag-Straße,,
1348,25779104,25779099,125.2909039516371,33,1,living_street,Dickhutweg,,
1349,25779104,1280749376,62.16448182122312,33,1,living_street,Lahrsweg,,
1350,25779111,25779112,54.88682867406784,50,1,tertiary,Carsten-Dreßler-Straße,,
1351,25779111,294209737,119.5395164808048,30,1,residential,Hinter dem Vorwerk,,
1352,25779111,25232835,44.484314483169726,50,1,tertiary,Carsten-Dreßler-Straße,,
1353,25779112,25779111,54.88682867406784,50,1,tertiary,Carsten-Dreßler-Straße,,
1354,25779112,25779119,527.2710060074012,50,1,unclassified,Carsten-Dreßler-Straße,,
1355,25779112,25779119,175.42604314859582,50,1,tertiary,Hermann-Helms-Straße,,
1356,25779119,25779112,527.2710060074012,50,1,unclassified,Carsten-Dreßler-Straße,,
1357,25779119,25779112,175.42604314859585,50,1,tertiary,Hermann-Helms-Straße,,
1358,25779119,1474903908,127.66196250606987,50,1,tertiary,Hermann-Helms-Straße,,
1359,25779121,25779122,16.402584689287277,50,2,tertiary,Arster Landstraße,,
1360,25779121,25780489,297.1073243033361,50,2,tertiary,Arster Landstraße,,
1361,25779121,1474903908,25.51983517378052,50,1,tertiary,Hermann-Helms-Straße,,
1362,25779122,25779121,16.402584689287277,50,2,tertiary,Arster Landstraße,,
1363,25779122,654486797,38.831756577720235,50,2,tertiary,Arster Landstraße,,
1364,25779168,25778835,27.064232906333828,30,1,residential,Hinter dem Vorwerk,,
1365,25779168,25778836,208.156838185776,30,1,residential,Handwerkstraße,,
1366,25779168,25778833,71.19603535182624,30,1,residential,Hinter dem Vorwerk,,
1367,25779170,25232831,192.3613027161853,30,1,residential,Josef-Böhm-Straße,,
1368,25779170,25779035,108.0985697544393,30,1,residential,Josef-Böhm-Straße,,
1369,25779170,25779090,93.9931830689786,30,1,residential,Klawitterstraße,,
1370,25780489,25779121,297.1073243033361,50,2,tertiary,Arster Landstraße,,
1371,25780489,2339855263,53.69434814281487,50,1,tertiary,Karl-Marx-Straße,,
1372,25780498,25780509,8.716412725497241,50,1,tertiary_link,Karl-Marx-Straße,,
1373,25780498,25780790,97.2401224937305,50,2,residential,Senator-Theil-Straße,,
1374,25780498,3207469528,101.21414368812074,50,1,tertiary,Karl-Marx-Straße,,
1375,25780509,25780498,8.716412725497241,50,1,tertiary_link,Karl-Marx-Straße,,
1376,25780509,25904695,346.9089753199391,50,2,residential,Senator-Balcke-Straße,,
1377,25780509,2566497027,66.89185219310114,50,1,tertiary,Karl-Marx-Straße,,
1378,25780647,25780649,37.46926584214019,30,1,residential,Baumhauser Weg,,
1379,25780647,1301189724,32.54832235081237,50,2,residential,Baumhauser Weg,,
1380,25780649,25780652,78.78087350036598,30,1,living_street,Christian-Seebade-Straße,,
1381,25780649,25780833,218.4856386680833,30,1,residential,Baumhauser Weg,,
1382,25780649,25780647,37.46926584214019,30,1,residential,Baumhauser Weg,,
1383,25780652,25780663,127.24748213560385,33,1,living_street,Christian-Seebade-Straße,,
1384,25780652,25780663,132.37892592041334,33,1,living_street,Christian-Seebade-Straße,,
1385,25780652,25780649,78.78087350036597,30,1,living_street,Christian-Seebade-Straße,,
1386,25780663,25780652,132.37892592041334,33,1,living_street,Christian-Seebade-Straße,,
1387,25780663,25780652,127.24748213560385,33,1,living_street,Christian-Seebade-Straße,,
1388,25780663,25780665,58.84388369716579,33,1,living_street,Christian-Seebade-Straße,,
1389,25780665,25780663,58.84388369716579,33,1,living_street,Christian-Seebade-Straße,,
1390,25780665,25780665,279.5853751615929,33,1,living_street,Christian-Seebade-Straße,,
1391,25780665,25780665,279.5853751615929,33,1,living_street,Christian-Seebade-Straße,,
1392,25780726,25780728,8.698028270833769,50,1,tertiary,Karl-Marx-Straße,,
1393,25780726,25904696,142.0149458113476,50,2,residential,Ohserstraße,,
1394,25780726,25780735,81.529555181203,50,1,tertiary,Karl-Marx-Straße,,
1395,25780728,25780726,8.698028270833769,50,1,tertiary,Karl-Marx-Straße,,
1396,25780728,25780733,95.58019836587633,50,2,residential,Piependamm,,
1397,25780728,3207469559,72.55419322133875,50,1,tertiary,Karl-Marx-Straße,,
1398,25780733,25781045,30.967220156005624,30,1,residential,Piependamm,,
1399,25780733,25780728,95.58019836587633,50,2,residential,Piependamm,,
1400,25780733,25780790,302.7185452359512,30,1,residential,Senator-Theil-Straße,,
1401,25780735,3207469528,149.69087560738302,50,2,tertiary,Karl-Marx-Straße,,
1402,25780735,25780728,81.44010461399868,50,2,tertiary,Karl-Marx-Straße,,
1403,25780790,2333033426,92.2778248403599,30,1,residential,Zechstraße,,
1404,25780790,25780733,302.7185452359512,30,1,residential,Senator-Theil-Straße,,
1405,25780790,25780498,97.2401224937305,50,2,residential,Senator-Theil-Straße,,
1406,25780833,25780649,218.4856386680833,30,1,residential,Baumhauser Weg,,
1407,25780833,25795223,159.93137003063515,30,1,residential,Blenderstraße,,
1408,25780833,25781086,140.0912989054389,30,1,residential,Baumhauser Weg,,
1409,25781045,25781046,69.99299736213739,30,1,residential,Piependamm,,
1410,25781045,25780733,30.967220156005624,30,1,residential,Piependamm,,
1411,25781045,2581150287,423.35929234491147,50,1,residential,Engelkestraße,,
1412,25781046,25781045,69.99299736213739,30,1,residential,Piependamm,,
1413,25781046,25781078,414.9236613220216,50,1,residential,Horstedter Weg,,
1414,25781046,25793409,57.08346515212415,30,1,residential,Okeler Straße,,
1415,25781046,25781047,123.24548490323747,30,1,residential,Piependamm,,
1416,25781047,25781075,221.76731865157356,30,1,residential,Würtjen,,
1417,25781047,25781048,95.4537167191416,30,1,residential,Piependamm,,
1418,25781047,25781046,123.24548490323747,30,1,residential,Piependamm,,
1419,25781048,25781047,95.4537167191416,30,1,residential,Piependamm,,
1420,25781048,25781138,202.32908742041388,30,1,residential,Baumhauser Weg,,
1421,25781048,25781086,209.78724233773843,30,1,residential,Baumhauser Weg,,
1422,25781075,25781076,102.51260620028977,30,1,residential,Würtjen,,
1423,25781075,25781047,221.76731865157356,30,1,residential,Würtjen,,
1424,25781075,25781138,165.19908188027094,30,1,residential,Bierdener Weg,,
1425,25781076,25781075,102.51260620028977,30,1,residential,Würtjen,,
1426,25781076,25781139,199.4489377851158,30,1,residential,Bollener Weg,,
1427,25781076,25781142,89.6990244234581,50,1,residential,Würtjen,,
1428,25781077,2581150287,33.49031838706382,50,2,residential,Pfarrfeldsweg,,
