id:long,latitude:double,longitude:double
30404296,53.0772118,8.8347905
30404297,53.0756316,8.8342341
30404298,53.0758124,8.8328288
30404299,53.0742146,8.8322665
30404300,53.0741345,8.832899
30404301,53.0743854,8.8309134
30404302,53.0759893,8.8314599
30404303,53.0760914,8.8306585
30404304,53.0761923,8.8298658
30404305,53.0763954,8.8282558
30404306,53.0749564,8.826378
30404307,53.0730128,8.8257277
30404309,53.0710414,8.8333535
30404310,53.0723777,8.8336133
30404311,53.0724615,8.832959
30404312,53.0725385,8.8323454
30404313,53.0726206,8.8317106
30404314,53.0727887,8.8303589
30404315,53.0729285,8.8287407
30404316,53.0773923,8.8333772
30405782,53.0740859,8.8267352
30405783,53.0739954,8.8274169
30405784,53.0737939,8.8290137
30405785,53.0736945,8.8298055
30405786,53.0756459,8.8296888
30405794,53.0760447,8.8343885
30405795,53.0764913,8.8345418
30405796,53.076792,8.8251564
30405797,53.0717253,8.8311832
30405798,53.0715522,8.832036
30405799,53.0714226,8.832626
30405800,53.0713001,8.8332181
30405803,53.0728961,8.8295247
30405806,53.0783456,8.8275336
30405807,53.076568,8.8269156
30405808,53.077236,8.8271639
30405810,53.0721373,8.8299214
30405815,53.0724923,8.8327064
30405829,53.0766659,8.8261461
30405834,53.0724998,8.8326449
30405836,53.0728269,8.8300621
30407997,53.0714075,8.8309417
30407999,53.0775638,8.8319993
30408001,53.0768916,8.8317699
30408002,53.0757467,8.8333096
30408003,53.0755953,8.8344873
30408005,53.0754468,8.8356737
30408007,53.0746269,8.8324148
30408009,53.0743659,8.8343441
30408011,53.0742716,8.8349653
30408013,53.0744776,8.8335186
30428797,53.0678087,8.8498436
30428798,53.0658769,8.8488113
30428799,53.0664645,8.8458523
30428800,53.0666407,8.8448968
30428801,53.0668064,8.8439826
30428802,53.0669695,8.8430748
30428803,53.0671339,8.8421541
30428804,53.0689656,8.8430292
30428805,53.0688101,8.8439365
30429101,53.0690351,8.8395525
30429102,53.0691969,8.8386057
30429103,53.0694432,8.8371722
30429104,53.0681452,8.8365318
30429105,53.0678926,8.8379591
30429106,53.0677221,8.8388889
30429107,53.0697358,8.8354894
30429108,53.0692682,8.8352292
30429109,53.0702195,8.8357361
30429129,53.0678572,8.8381677
30429136,53.0702005,8.8393994
30429138,53.0703696,8.8417621
30430018,53.069021,8.8369666
30430031,53.0657227,8.8363779
30436998,53.0721396,8.8389963
30436999,53.071275,8.839484
30437000,53.0702248,8.8426052
30437001,53.0700915,8.8433882
30437002,53.07212,8.8436012
30437003,53.0718843,8.8443321
30437004,53.0692818,8.8447396
30437005,53.0691617,8.8454354
30437006,53.0690447,8.846113
30437007,53.0705112,8.8460632
30437008,53.0706285,8.8453732
30437009,53.0689439,8.8477412
30437010,53.0703141,8.8481863
30437011,53.0703955,8.8467444
30437012,53.0789395,8.8332824
30437014,53.0790526,8.8325316
30437018,53.0793385,8.8278867
30437019,53.0790509,8.8277807
30437020,53.0743518,8.8227579
30441442,53.0736012,8.8212324
30441444,53.0740405,8.8204179
30441446,53.0745652,8.8189702
30441457,53.0747842,8.8182146
30441460,53.075266,8.8171267
30441484,53.0829871,8.8197797
30441485,53.0842234,8.822036
30441486,53.0592916,8.8977836
30441487,53.0614969,8.8925541
30441488,53.0606805,8.8986297
30441489,53.0610562,8.8959246
30441490,53.0613745,8.894155
30441492,53.0599077,8.8956042
30441494,53.0638347,8.8901565
30441497,53.0718289,8.8841973
30441499,53.071683,8.881768
30441500,53.0716902,8.8812438
30441502,53.0720174,8.8805665
30441503,53.0719908,8.8803046
30441504,53.0719119,8.8801964
30441505,53.0717904,8.8801802
30441506,53.0716737,8.8806382
30441512,53.0748004,8.8770481
30441516,53.0745489,8.8761025
30441518,53.074,8.8757963
30441521,53.0731766,8.8742511
30441525,53.0720576,8.8800658
30441526,53.0716004,8.8799138
30441527,53.0716586,8.8803828
30442182,53.0595344,8.894227
30454356,53.0974309,8.781336
30454357,53.0969226,8.7815577
30454358,53.0963617,8.7818114
30454359,53.097607,8.7813346
30454360,53.0981631,8.7804072
30454361,53.0976399,8.7774746
30454370,53.0986342,8.7794754
30454372,53.0975316,8.776625
30454374,53.1005969,8.775382
30454375,53.0994598,8.7777518
30477716,53.0782206,8.8001239
30479166,53.1771247,8.6239363
30479167,53.17716,8.6244962
30479172,53.1777169,8.6273858
30479174,53.177805,8.6286357
30479573,53.1702898,8.6272059
30492546,53.0939534,8.7948727
30578476,53.1088186,8.8094113
30579025,53.1075947,8.8057297
30579149,53.114664,8.7993829
30579631,53.1117162,8.8026321
30579633,53.1113455,8.8026541
30579637,53.1101173,8.8037692
30579644,53.1091751,8.8013545
30579659,53.1057808,8.7955177
30579660,53.1052507,8.7952078
30579676,53.1073557,8.7999004
30579762,53.1064989,8.7995451
30579764,53.1056294,8.7989514
30579767,53.1050645,8.8020044
30579787,53.1129162,8.8031748
30579793,53.1099491,8.8047002
30635390,53.0629458,8.8996214
30635393,53.0630836,8.8996319
30635436,53.0634438,8.8983567
30635440,53.0639534,8.8955383
30635443,53.0620877,8.8946183
30635463,53.0623293,8.8932022
30640763,53.0573852,8.8164234
30640818,53.0865933,8.7924532
30640820,53.0855936,8.7924248
30640821,53.0909091,8.7917297
30640822,53.0917561,8.7938219
30640965,53.1092957,8.7789696
30640967,53.1119394,8.774462
30641448,53.1065081,8.7789094
30642633,53.0649583,8.8789331
30645723,53.0886797,8.8686948
30645966,53.0883475,8.8705794
30654757,53.0883617,8.8730132
30654758,53.0881699,8.871376
30654762,53.0897335,8.8706278
30654763,53.089738,8.871766
30720711,53.079397,8.8138652
30736583,53.0826422,8.8096307
30736584,53.0830807,8.8102525
30796423,53.1040024,8.8167434
30796504,53.1063324,8.8183063
30796516,53.1075432,8.8178915
30905364,53.069703,8.7989892
30905370,53.0693821,8.7991102
30905372,53.06945,8.7993475
30909958,53.0711893,8.9160865
30909959,53.0711935,8.9162756
30909977,53.0717312,8.9291713
30909985,53.0693154,8.9344169
30910128,53.0694251,8.9344655
30910132,53.0686745,8.9374044
30910276,53.0717938,8.9293353
30910278,53.0726706,8.9276982
30910282,53.0730967,8.9255716
30910288,53.0720148,8.9203415
30929604,53.0679104,8.7788117
30963417,53.0962332,8.89213
30963419,53.0963416,8.8961957
30963806,53.0971371,8.8924921
30963974,53.0915021,8.8995204
30964123,53.09851,8.8963486
30964166,53.0884493,8.9018354
30980540,53.0733435,8.8622446
30980640,53.0667662,8.8684174
30980645,53.0663101,8.8698759
30980650,53.0664943,8.8700372
30980654,53.0661907,8.8697713
30980664,53.0687474,8.8609229
30980820,53.0693779,8.8618865
30980824,53.067732,8.8548002
30982367,53.0687788,8.8293076
30982375,53.0712484,8.8314025
30982935,53.0802282,8.8471269
30982936,53.0796077,8.8476087
30982937,53.079512,8.8441724
30982939,53.0785126,8.8410675
30983240,53.0786831,8.8447596
30983282,53.0790649,8.8372033
30992603,53.0765145,8.8195983
30992608,53.0761489,8.8189368
30992609,53.0768077,8.8227344
30992732,53.0728423,8.8221396
30992733,53.0729645,8.8232417
30992734,53.073015,8.8256031
30992823,53.1371745,8.7216654
30992824,53.138129,8.7232165
30992893,53.1394453,8.7263955
30992895,53.1403001,8.7272126
30992900,53.1349834,8.7176317
30992901,53.1356334,8.7191416
30992903,53.136199,8.720111
30992905,53.1397749,8.725632
30992959,53.1431216,8.7229599
30992963,53.1423738,8.7215934
30992999,53.1353763,8.7152924
30993025,53.1358788,8.7155333
30993057,53.1354477,8.7154392
30993095,53.1344746,8.7165288
30993106,53.1293505,8.726635
30993114,53.1295285,8.7265634
30993123,53.1338811,8.7180526
30993127,53.134556,8.7166794
30993128,53.1350142,8.7160802
30993136,53.1337805,8.7176707
30993139,53.1358236,8.715598
30993146,53.1404822,8.713953
30993147,53.1401082,8.7138593
30993148,53.1393157,8.7139637
30993151,53.1377124,8.7142395
31057316,53.0893377,8.9313625
31075535,53.0726536,8.8273673
31075536,53.0723587,8.8283504
31075537,53.0721598,8.8289142
31075538,53.07191,8.8295338
31075539,53.071684,8.8301347
31075540,53.0714796,8.8307311
31075541,53.0698681,8.8300505
31075542,53.0688243,8.8277534
31075543,53.0713504,8.8247918
31075544,53.0702997,8.8252568
31075545,53.0716098,8.8259353
31075546,53.070269,8.8257836
31075547,53.070238,8.826349
31075548,53.0706216,8.8264129
31075550,53.0696696,8.8279276
31075551,53.070134,8.8280195
31075556,53.0705235,8.8297811
31075557,53.0696215,8.8289376
31075558,53.0700572,8.8292999
31075560,53.0710752,8.8303463
31075563,53.0713141,8.8286626
31075564,53.0710927,8.8284864
31075567,53.0712168,8.8265249
31075568,53.0710689,8.8268024
31075572,53.072314,8.8257256
31075576,53.0726011,8.8256772
31075581,53.0693632,8.8309923
31079071,53.0706667,8.8277241
31079565,53.0728211,8.8219055
31086864,53.179829,8.7713558
31088123,53.1739805,8.749268
31090865,53.1768769,8.7500901
31109585,53.1777999,8.749808
31109587,53.1777794,8.7492042
31109948,53.1787508,8.7509453
31109949,53.1795265,8.7494326
31110780,53.1791523,8.7442206
31111052,53.1795922,8.7509558
31111053,53.1790988,8.7502714
31111074,53.1792089,8.751705
31111097,53.1799908,8.7501429
31116638,53.1663991,8.7527564
31117337,53.1512537,8.9093839
31117343,53.1527977,8.9126803
31117361,53.164171,8.9275077
31117369,53.1697811,8.9272641
31117384,53.1726363,8.9009079
31117457,53.1640547,8.9274826
31117487,53.1640622,8.927931
31117493,53.1636588,8.9316867
31117496,53.1630189,8.934493
31117499,53.1625321,8.9374694
31117502,53.1617197,8.9394356
31145770,53.0843788,8.8062976
31145773,53.086864,8.8021135
31145775,53.0868719,8.8011009
31145777,53.0871857,8.7996901
31248113,53.037749,8.8870558
31248636,53.0534766,8.9118219
31248644,53.0592696,8.901136
31277138,53.0765222,8.7565751
31277169,53.0763015,8.7566269
31298408,53.0835804,8.8428895
31298413,53.0842008,8.8448576
31308343,53.1385538,8.7247425
31308345,53.1363058,8.7316045
31308346,53.136016,8.7316395
31308347,53.1352239,8.7339391
31308348,53.1104351,8.7696862
31308350,53.1090295,8.7724005
31308356,53.1078948,8.7745044
31308357,53.1066352,8.7771774
31308365,53.1002248,8.7793063
31308366,53.0996957,8.7797434
31308368,53.0980469,8.7806078
31308369,53.0976132,8.7816179
31308370,53.0949034,8.7872767
31319902,53.0389796,8.8934548
31319904,53.0390234,8.8906736
31319911,53.0403203,8.8861117
31329339,53.0495229,8.6209637
31329341,53.0499291,8.6251361
31329342,53.0485211,8.625466
31329344,53.0477017,8.6267894
31329350,53.0450856,8.6323122
31329353,53.0455712,8.6338504
31329357,53.0475195,8.6396212
31329361,53.0480155,8.644622
31329371,53.0530046,8.6627717
31329394,53.0808634,8.8166812
31329402,53.0800648,8.8161604
31329403,53.0798102,8.8159931
31329413,53.0804245,8.8148706
31329449,53.0803389,8.8154509
31330228,53.0697703,8.8016185
31330239,53.0699304,8.8006732
31330251,53.0700612,8.7998604
31330252,53.0699803,8.8003683
31369781,53.0796048,8.8162335
31370346,53.0335988,8.6732833
31381885,53.0331294,8.6709168
31576513,53.1024778,8.9119063
31576514,53.1021336,8.9131068
31576517,53.1032984,8.9093707
31734077,53.0917214,8.8803369
32048471,53.0566303,8.7543664
32048472,53.0584146,8.7576428
32048475,53.0585457,8.7579065
32048486,53.0603233,8.7627071
32316483,53.0575687,8.7211025
32316492,53.0582491,8.7192996
32316493,53.0589725,8.7231906
32316509,53.0532884,8.7409094
32316518,53.047225,8.7384258
32316523,53.0473459,8.7344214
32316891,53.0568801,8.7225246
32316896,53.0534597,8.7226288
32316903,53.0551565,8.7228919
32316912,53.0533326,8.7238205
32316920,53.05284,8.7245089
32316934,53.0520594,8.7228806
32316955,53.0504477,8.7219018
32316971,53.0475677,8.7202495
32316973,53.046511,8.7192107
32317413,53.0468598,8.722149
32317414,53.0462094,8.7238021
32317417,53.0454016,8.7254106
32317418,53.0449066,8.7263935
32317419,53.045541,8.727553
32317420,53.0465381,8.7293283
32317421,53.0461971,8.7301377
32317427,53.0461936,8.7313505
32317627,53.054222,8.7242058
32343013,53.0591088,8.73633
32343023,53.0577076,8.7362601
32343036,53.0658853,8.7536209
32343061,53.0783995,8.7582297
32343066,53.0811908,8.7556474
32343068,53.0822698,8.7548347
32343121,53.0793602,8.7558745
32343123,53.07938,8.7560753
32343131,53.0849187,8.7515231
32343135,53.0856277,8.750333
32343375,53.0625726,8.7725317
32343376,53.0612876,8.7694118
32431184,53.054767,8.7204801
32431191,53.0536374,8.7208097
32431193,53.0539401,8.7215489
32431201,53.0536647,8.7204436
32431202,53.0521332,8.7190217
32431205,53.053837,8.7187367
32431210,53.0539011,8.7181102
32431211,53.0558541,8.7179481
32431214,53.0559575,8.7186283
32431215,53.0557227,8.7161635
32432772,53.0515176,8.7304776
32432775,53.052485,8.7307348
32432781,53.05183,8.736119
32432782,53.0517371,8.7373186
32432784,53.0514787,8.7397621
32433817,53.0496785,8.7357687
32433832,53.0508608,8.7369657
32434282,53.0479517,8.7313253
32434285,53.0478011,8.7324324
32434291,53.0477917,8.7337274
32434305,53.0473653,8.7337192
32443802,53.0530587,8.7410446
32452581,53.0532811,8.7154789
32452588,53.0549341,8.7159275
32452893,53.0546426,8.7311055
32453235,53.0446943,8.7215704
32453620,53.0434921,8.7237471
32458313,53.0584866,8.7279804
32458319,53.0597935,8.725034
32458323,53.0583926,8.725241
32458338,53.0596656,8.7228199
32893800,53.179444,8.711715
32893805,53.1797007,8.7120251
32922115,53.0615143,8.7713339
32922123,53.0610631,8.774587
32922126,53.060483,8.7755616
32922128,53.0657488,8.7839627
32922133,53.0587865,8.7785753
32923388,53.0595841,8.7734171
32923394,53.0603622,8.7630975
32923396,53.0610898,8.7675448
32923408,53.06135,8.7620088
32923410,53.0605901,8.7625911
32923413,53.0625454,8.7560366
32923414,53.0601974,8.7570378
32923415,53.0586595,8.7576976
32923416,53.0600076,8.7629482
32923417,53.0601001,8.7633056
32923418,53.0597416,8.7634224
32923419,53.0581935,8.7580647
32923420,53.0580686,8.7577815
32923447,53.0565916,8.7545263
32923505,53.0639609,8.7751626
32923509,53.0631177,8.7735848
33075744,53.1139066,8.8502883
33075748,53.1124468,8.850297
33148158,53.071225,8.8639093
33148159,53.0710606,8.8639674
36800885,53.0716268,8.8830778
36800886,53.070506,8.8841987
36800889,53.0693047,8.8877493
36800898,53.0461656,8.9160109
36800905,53.0415864,8.9316592
36801165,53.0478321,8.9035235
36801178,53.0383677,8.9392944
39002043,53.1122698,8.8941319
39002060,53.1164618,8.8997559
39002072,53.1127093,8.8931266
39031946,53.149369,8.91632
39032002,53.1152388,8.8939238
39032017,53.1182443,8.8969973
39032034,53.1198819,8.8984981
39032050,53.121056,8.8996271
39032055,53.1228479,8.9000291
39032098,53.1274655,8.8989494
39032165,53.1241067,8.8999083
39032191,53.1211018,8.8994239
39032232,53.1183255,8.8967719
39032304,53.1402037,8.9055151
42133762,53.1041639,8.9038268
42133776,53.1052556,8.9026902
42133782,53.1058417,8.9021036
42133789,53.106763,8.9011406
42133809,53.1117963,8.9110425
42146077,53.1048923,8.8992711
42146088,53.102902,8.8983418
42146103,53.0996694,8.8969044
48632119,53.0493742,8.8917759
48632130,53.0531201,8.8944314
48632800,53.050602,8.8887254
48633530,53.0503673,8.8853235
48633539,53.0502504,8.8840862
48633540,53.050011,8.8841463
48635057,53.0483334,8.8846614
49289927,53.0984434,8.8395656
49499347,53.1155342,8.9009461
49499351,53.114407,8.9016573
49510193,53.0646361,8.8644339
49510214,53.0636899,8.866723
51943465,53.0717282,8.8951766
52247597,53.0818334,8.8051362
52247610,53.0831097,8.8062184
52247614,53.0846301,8.8032425
60601215,53.0900329,8.8389933
60658258,53.112533,8.7557032
60658262,53.1122096,8.7507606
60658264,53.1104501,8.7566493
60658265,53.1104252,8.7568213
60658268,53.1106163,8.7566906
60658269,53.1105987,8.7568587
60849352,53.0598243,8.8119641
60849354,53.0594294,8.8111908
64812480,53.0910362,8.8397505
64812481,53.0906106,8.8409256
64812482,53.0902707,8.8418229
64812489,53.0909284,8.8438141
64812491,53.0913198,8.8428824
71885197,53.0548317,8.6237451
71885345,53.054916,8.6230099
71888072,53.0533591,8.6280655
71890209,53.0517735,8.6244884
71890653,53.0536905,8.6238686
73824883,53.0327827,8.6219164
73824884,53.0339973,8.6233203
73824886,53.0360628,8.6261137
73824889,53.0373447,8.628254
73824890,53.0376469,8.6293202
73824891,53.0383889,8.6318678
73824893,53.0404051,8.6347489
73824894,53.0414171,8.636168
73824896,53.042577,8.6377048
73824898,53.0432194,8.6381006
76469976,53.0584955,8.881229
76470053,53.0588525,8.8813894
76648692,53.0530486,8.8823098
76648697,53.0573177,8.8797531
76648698,53.0573302,8.8799474
76650068,53.0406913,8.883968
76650071,53.0484259,8.8836761
76650072,53.0513054,8.8831163
76654604,53.0405966,8.8764809
76658018,53.0586568,8.8794486
76658020,53.0583061,8.8768494
76663740,53.0345459,8.88521
76667253,53.0346086,8.8878015
79220751,53.1190495,8.8948173
79232053,53.1176857,8.8977842
79232076,53.1147774,8.8949011
79232084,53.1142293,8.8960896
79232086,53.12745,8.8986747
79721498,53.0813972,8.8057802
79721510,53.0813263,8.8060271
79721521,53.0837705,8.8048468
79732115,53.084697,8.8030969
80032402,53.1638453,8.8307798
80252142,53.1347171,8.8955448
95613453,53.1089475,8.8624228
95613464,53.1096044,8.8632543
95613475,53.1083644,8.8629737
102890153,53.0513894,8.8961314
102890155,53.0523262,8.8989838
102890157,53.0527184,8.9001331
102898051,53.0515236,8.8965032
102899286,53.0531645,8.8991872
102900888,53.0528631,8.896498
102900893,53.0524804,8.8989706
102906471,53.0508172,8.902345
102916465,53.0466914,8.9001818
102916466,53.0453362,8.8990228
102916467,53.0467484,8.8973806
102916468,53.0462508,8.89456
102916470,53.0479407,8.8920243
102917649,53.0471952,8.8999003
102917777,53.0490565,8.9025467
102919903,53.0475919,8.902162
102932319,53.1569739,8.7115191
102932320,53.156993,8.7122049
102932327,53.1570745,8.7148715
102932328,53.1569901,8.7168714
102932336,53.1561991,8.7210572
102932342,53.1587022,8.7220832
102940624,53.1518148,8.7084998
102941269,53.1530135,8.7121318
102944152,53.1544199,8.7171477
102945533,53.1562539,8.7125648
102945536,53.1535435,8.7143679
102946497,53.1554956,8.7114365
102946499,53.1529614,8.7116817
102947853,53.1540363,8.7125566
102947860,53.1531952,8.7132661
103070976,53.1539648,8.715705
103071730,53.1515207,8.7145146
103072032,53.1523109,8.7139825
103072035,53.1533679,8.7162019
103072256,53.153146,8.7130736
103073172,53.1504234,8.714117
103074421,53.1523612,8.7125134
103074430,53.1489442,8.7156612
103074435,53.1480702,8.7140074
103074437,53.1474247,8.711404
104470847,53.0452072,8.885134
104471005,53.0516141,8.8840108
104471023,53.0510294,8.8840002
104471268,53.0531009,8.8839748
104471737,53.0486185,8.8966338
105944732,53.1435989,8.7129043
105944811,53.1393297,8.7140969
105944822,53.1401473,8.7139612
105944841,53.1393621,8.7139578
105944889,53.1401854,8.7138631
105944897,53.1402088,8.7129085
106322653,53.1521017,8.7163379
106322663,53.1497801,8.7199283
106322674,53.1477155,8.7194812
106322685,53.146975,8.7205921
106322693,53.14636,8.7215295
106322699,53.1461394,8.7218841
106322704,53.1453756,8.7231667
106322720,53.1450033,8.7237861
106322727,53.1488066,8.7178372
106322728,53.1482171,8.7231591
106322734,53.1453041,8.7194636
106322743,53.1444773,8.7177102
106322757,53.1440349,8.7162674
106322763,53.1436819,8.7164549
106322774,53.1426646,8.7155043
106322796,53.1451082,8.7123701
106322865,53.1440786,8.7159199
106322955,53.1474695,8.7117063
106322999,53.1514879,8.7094096
106323002,53.1513869,8.7092498
106326583,53.1598274,8.7124524
106326591,53.1570845,8.7124983
108135240,53.0590635,8.8977904
108196690,53.0378315,8.8841938
108259470,53.0608331,8.8794719
108259493,53.0583873,8.8819789
108259514,53.0575131,8.8826078
108259527,53.0576004,8.8824655
108277020,53.0513437,8.8836055
108277080,53.0486683,8.8845503
108277136,53.0484817,8.8843141
109653586,53.0405228,8.8839662
109654082,53.0462236,8.888177
115243739,53.0958951,8.8440435
115259358,53.0915742,8.8383118
117750761,53.056118,8.7298491
117750772,53.0564221,8.7294248
117750812,53.0573128,8.7288089
117750919,53.0551286,8.7331801
117751264,53.054888,8.7377933
117751455,53.0578488,8.7326874
117751553,53.0558329,8.7383902
117751571,53.0562861,8.7395853
117751646,53.0538981,8.7424838
117770629,53.0593554,8.7373918
117770654,53.0597898,8.7392758
117770742,53.0616991,8.7445615
117770761,53.0625561,8.7461513
117770824,53.0615835,8.7410323
117770845,53.0586981,8.7402505
117770888,53.0572211,8.7417482
117771009,53.0568754,8.7411473
117771087,53.059406,8.7429987
117771159,53.0581637,8.7378859
121901853,53.031445,8.7457752
121902112,53.0308331,8.7476413
121902114,53.030401,8.7472639
121902142,53.0301228,8.7481173
121902187,53.0311414,8.7479358
121902192,53.0313762,8.7481614
121902211,53.0305207,8.7507746
121902229,53.0307046,8.7502268
121902234,53.0313039,8.7507863
121902252,53.0309806,8.7494236
121902256,53.0315734,8.7499859
121902277,53.03124,8.7486404
121902282,53.0318343,8.7491698
121902327,53.0315057,8.7467969
121902349,53.0302212,8.7452699
121902383,53.0305816,8.7413503
121902398,53.0311903,8.7397545
121902402,53.0317756,8.7402216
121902444,53.0331014,8.7406797
121902452,53.0321994,8.7398753
121902457,53.032708,8.7403316
121902467,53.0330962,8.7391475
121902555,53.0302649,8.7423367
121907818,53.0302786,8.7390092
121928091,53.033622,8.7312252
121928098,53.0333927,8.7311853
121928192,53.0308186,8.7299487
121928198,53.0303371,8.7300689
121928243,53.0331294,8.7324395
121928253,53.032856,8.7333894
121928262,53.0325773,8.7343244
121928267,53.032287,8.7353346
121928270,53.0320194,8.7362308
121928283,53.0308684,8.7353506
121928318,53.0311353,8.7344223
121928335,53.0317053,8.7324805
121928337,53.0319863,8.7315183
121928341,53.0318793,8.7368797
121928345,53.0317262,8.7373346
121928346,53.0305306,8.7364197
121928350,53.0330536,8.7372688
121928357,53.0333317,8.735708
121928370,53.0322312,8.7355301
121928379,53.0337204,8.7357557
125347961,53.1062872,8.7958165
125659701,53.0356428,8.7094759
125659866,53.0317285,8.7286263
125659869,53.032218,8.7280001
125659881,53.0330903,8.7257232
125659892,53.031474,8.7272321
125659902,53.0319638,8.7270029
125659906,53.0321648,8.7256703
125660521,53.030388,8.7316245
125660525,53.0329116,8.7287631
125660526,53.0333989,8.7284565
125660528,53.0347374,8.7275687
125660530,53.0352177,8.7276399
125660532,53.0339801,8.727115
125660535,53.0332788,8.7278059
125660547,53.0336818,8.7304504
125660549,53.0334853,8.7312079
125660550,53.0342026,8.729362
125707546,53.0346398,8.7260749
125707590,53.0349746,8.7240289
125708006,53.0338388,8.7082443
125708015,53.0349892,8.7077852
125708044,53.0349228,8.7069369
125709357,53.033762,8.7013189
125709373,53.0336423,8.7004066
125709388,53.0340631,8.6942489
125709546,53.0386657,8.7253616
125709575,53.0382687,8.7280384
125723603,53.0324639,8.718084
125723616,53.0326046,8.7155547
125723628,53.0333454,8.718271
125723638,53.0333103,8.7166253
125857835,53.1035271,8.8557539
125857839,53.103414,8.8556775
126047966,53.0933925,8.8420846
130102697,53.0351072,8.6829482
130103324,53.0370524,8.6815622
130103325,53.0372074,8.6814316
130103328,53.038558,8.6796629
130103329,53.0386675,8.6794643
130103731,53.0367271,8.6785369
130103735,53.036041,8.6787687
130103743,53.0367279,8.6808389
130103768,53.0356889,8.6770604
130103769,53.0382606,8.6790249
130103773,53.0369683,8.6773944
130103779,53.0367648,8.6784351
145877098,53.0304729,8.6682886
152685133,53.1212041,8.7887037
158597768,53.0691414,8.7742955
158598388,53.0689018,8.7734598
159943151,53.0510351,8.8965164
159943164,53.0500879,8.8962948
159943176,53.0511047,8.8944157
159943205,53.0525103,8.8919258
159943214,53.0539555,8.8914026
159943220,53.0619183,8.8858127
159988534,53.0621311,8.8678615
159988541,53.0643289,8.8693879
159988589,53.0837112,8.7964464
159988602,53.0831291,8.7967881
159988634,53.0923357,8.7847724
160386246,53.053482,8.9049467
160386564,53.0554274,8.899108
160386569,53.0555627,8.8988494
160386646,53.0515026,8.8931295
160386652,53.0527673,8.8931527
160386659,53.0535119,8.8911092
161446703,53.0490069,8.8198074
161930371,53.0578215,8.7911818
162023651,53.0821808,8.8073033
162023658,53.0818682,8.8106951
162023659,53.0815333,8.810198
162023666,53.0819484,8.8109559
162504309,53.0597387,8.9093453
162504334,53.0564319,8.9091958
162504381,53.0534912,8.9079528
162553900,53.0682748,8.9131515
162553909,53.0682406,8.9141506
162553918,53.0682487,8.9143295
162553923,53.065297,8.9131604
162553930,53.0653026,8.9141471
162553938,53.0653011,8.9143259
162554012,53.0626604,8.9141399
162554019,53.062659,8.9143155
167061506,53.0551078,8.8867541
167061514,53.0498001,8.8926957
167061530,53.0508186,8.8926947
167061531,53.0503032,8.8935882
167061533,53.0498778,8.8928654
167061594,53.049422,8.898299
167061627,53.0530033,8.9079397
167061695,53.0520261,8.9005737
167061701,53.0516894,8.8994264
167061738,53.0513953,8.9009776
167061775,53.0487552,8.9007806
167061808,53.0511166,8.8999656
167061857,53.0469326,8.9018256
167061866,53.0474692,8.9043012
167061870,53.0458347,8.9023981
167061875,53.0463961,8.9030395
167061903,53.0439332,8.9006141
167061904,53.0434372,8.9010807
167061929,53.0461002,8.9017616
167061941,53.0446307,8.8998235
167061996,53.0426193,8.9019753
167062031,53.0434694,8.8986532
167062074,53.0413189,8.9004388
167062119,53.0407797,8.9004037
167062341,53.0446772,8.8968851
167062349,53.0435265,8.8974752
167062356,53.0440318,8.8952883
167062363,53.0438504,8.8960318
167062389,53.04247,8.8953354
167062398,53.0424917,8.8970252
167062403,53.0438241,8.8981711
167062442,53.0452889,8.895993
167062447,53.0452596,8.8936545
167062452,53.0457758,8.8952553
167062455,53.0457015,8.8933
167062512,53.0451979,8.8961306
167062516,53.0458688,8.8983889
167062520,53.0464769,8.8958418
167062528,53.0478498,8.8945478
167062570,53.0523764,8.8965181
167062573,53.0525069,8.8944336
167062578,53.0519452,8.889147
167062610,53.0497143,8.8912499
167062645,53.0551075,8.8871398
167062743,53.0538595,8.8891136
169341695,53.0430185,8.8970705
169341698,53.043046,8.8960085
169341703,53.0420053,8.9004183
169371265,53.0425408,8.8904021
169371279,53.0454506,8.8856722
169371300,53.0475582,8.8868745
169371341,53.0496525,8.8874582
169371490,53.046717,8.8897002
169371496,53.0427798,8.8893995
169371501,53.0444897,8.8876189
169371505,53.0445632,8.8895181
169371508,53.0450435,8.8877942
169371512,53.0452161,8.8895862
169371535,53.0432822,8.8894251
169371581,53.0437309,8.8933128
169371587,53.0446881,8.8905844
169371592,53.0432516,8.8904412
169430485,53.0338032,8.8805349
169430491,53.0342903,8.8829295
169430496,53.0344385,8.8840323
169430509,53.034269,8.8911839
169430554,53.0343452,8.8912098
169430566,53.034638,8.8879028
169430589,53.0322631,8.8876548
169430623,53.0331289,8.8810035
169430629,53.0321308,8.8847478
171159245,53.0726972,8.8678296
171159251,53.072982,8.8663894
171159300,53.0687067,8.8743706
171211720,53.0774026,8.8784303
171211792,53.0753014,8.8846441
171211902,53.0666204,8.8808709
171211920,53.0662934,8.8802812
171212038,53.0730187,8.8734634
171212043,53.0735754,8.8730716
171212094,53.0749313,8.8754914
171212322,53.0767383,8.878688
171212329,53.0764219,8.8796671
171212397,53.0753637,8.8771771
171212405,53.0761007,8.878717
171212663,53.0732973,8.8791575
171212671,53.0767766,8.880868
171212706,53.0750987,8.882403
171212744,53.0746566,8.8825389
171212767,53.0721429,8.8807077
171212774,53.0719629,8.8807137
171212782,53.0728323,8.8811916
171212824,53.0697307,8.878349
171212829,53.0705349,8.8772975
171212870,53.0710097,8.8784627
